timestamp,flow_id,pcap_cnt,event_type,vlan,src_ip,src_port,dest_ip,dest_port,proto,dns.type,dns.id,dns.rrname,dns.rrtype,tld
2017-07-22T17:40:48.114275-0500,1014350855847523.0,96677.0,dns,140.0,192.168.204.63,52070.0,192.168.207.4,53.0,UDP,query,2998.0,portswigger.net,A,portswigger.net
2017-07-22T17:41:05.468367-0500,323449532786063.0,98667.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,37766.0,2001:07fe:0000:0000:0000:0000:0000:0053,53.0,UDP,query,54810.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:41:17.678663-0500,531106907380487.0,99876.0,dns,140.0,192.168.204.59,44875.0,192.168.207.4,53.0,UDP,query,39373.0,secure.informaction.com,A,informaction.com
2017-07-22T17:42:13.077605-0500,1648451243028261.0,106934.0,dns,180.0,192.168.198.58,52817.0,192.168.207.4,53.0,UDP,query,2417.0,www.offensive-security.com,A,offensive-security.com
2017-07-22T17:42:13.078703-0500,70325639656303.0,106940.0,dns,180.0,192.168.198.58,46062.0,192.168.207.4,53.0,UDP,query,22856.0,www.offensive-security.com.stayonline.net,A,stayonline.net
2017-07-22T17:40:50.917974-0500,768485453070806.0,96989.0,dns,140.0,192.168.204.63,60734.0,192.168.207.4,53.0,UDP,query,33933.0,www.stopbadware.org,A,stopbadware.org
2017-07-22T17:40:55.466493-0500,1798422905953853.0,97535.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,39258.0,2001:0dc3:0000:0000:0000:0000:0000:0035,53.0,UDP,query,19678.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:42:25.553652-0500,1525065423352500.0,108427.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,11851.0,2001:0dc3:0000:0000:0000:0000:0000:0035,53.0,UDP,query,52198.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:37:15.231814-0500,1670501585619334.0,75354.0,dns,110.0,2001:0dbb:0c18:0011:0260:6eff:fe30:0863,32671.0,2001:07fd:0000:0000:0000:0000:0000:0001,53.0,UDP,query,47969.0,stork79.dropbox.com,A,dropbox.com
2017-07-22T17:37:20.466444-0500,1258201905372684.0,75806.0,dns,150.0,192.168.205.170,48918.0,192.168.207.4,53.0,UDP,query,38493.0,AOLDTCMA04.ad.aol.aoltw.net,A,aoltw.net
2017-07-22T17:40:04.078803-0500,2003554835641299.0,91221.0,dns,110.0,192.168.201.73,64342.0,192.168.207.4,53.0,UDP,query,36857.0,gg.arrancar.org,A,arrancar.org
2017-07-22T17:39:17.350220-0500,446500338751500.0,87458.0,dns,110.0,192.168.201.62,56287.0,192.168.207.4,53.0,UDP,query,15671.0,fxfeeds.mozilla.com,A,mozilla.com
